customer_id,tenure_months,recent_transactions,recent_spend,digital_engagement,months_since_last_purchase,annual_fee,customer_value,retention_offer,retained_next_period
C1349,26,5,136.13,0.7281,6.23,0,148.9,1,1
C1350,8,4,238.92,0.6445,0.15,0,231.14,0,0
C1351,48,5,157.48,0.7261,0.57,95,213.48,1,1
C1352,50,7,180.08,0.4083,1.52,0,184.06,0,1
C1353,18,7,37.79,0.7842,0.53,95,117.73,1,0
C1354,19,5,225.46,0.1549,4.76,0,220.37,1,0
C1355,53,5,103.51,0.7939,6.54,0,122.81,0,0
C1356,2,6,66.59,0.9395,5.37,50,118.27,1,0
C1357,32,9,281.69,0.8577,0.58,0,265.35,1,1
C1358,28,6,205.81,0.7397,2.52,50,229.65,1,1
C1359,42,10,228.17,0.6514,2.91,95,270.04,1,1
C1360,11,5,186.36,0.5211,1.71,95,236.59,0,0
C1361,40,3,142.55,0.3952,0.92,50,179.04,1,1
C1362,23,9,127.63,0.8657,2.92,50,167.1,1,0
C1363,38,3,212.33,0.6475,1.07,0,209.86,1,1
C1364,3,7,240.6,0.4349,0.28,50,257.48,1,0
C1365,28,3,144.55,0.7848,2.1,0,155.64,1,1
C1366,32,2,315.8,0.0541,5.55,0,292.64,1,0
C1367,14,9,134.21,0.8131,0.1,50,172.37,1,1
C1368,9,2,38.48,0.8107,4.88,0,70.78,0,0
C1369,12,1,12.28,0.2285,2.11,50,74.82,1,0
C1370,21,8,14.98,0.0377,2.19,0,51.98,0,0
C1371,7,6,116.9,0.7137,5.41,0,133.52,1,0
C1372,57,3,131.44,0.1999,0.04,50,170.15,1,1
C1373,25,4,204.61,0.996,0.19,50,228.69,0,0
C1374,49,6,147.71,0.0092,0.86,95,205.67,0,1
C1375,58,6,217.47,0.2298,3.99,0,213.98,0,1
C1376,6,6,153.59,0.0421,1.64,0,162.87,1,0
C1377,39,4,151.08,0.7827,5.71,0,160.86,0,0
C1378,52,5,103.8,0.5787,2.86,0,123.04,0,0
C1379,38,4,263.81,0.8484,4.08,0,251.05,0,0
C1380,26,7,27.48,0.9626,14.97,50,86.98,0,0
C1381,26,6,174.1,0.6101,1.54,0,179.28,0,0
C1382,3,7,135.47,0.2318,3.76,95,195.88,0,0
C1383,33,5,212.54,0.0926,3.37,50,235.03,1,1
C1384,60,9,148.33,0.8663,4.79,50,183.66,1,1
C1385,58,10,150.69,0.2451,7.92,0,160.55,1,0
C1386,3,3,128.67,0.8935,2.01,0,142.94,0,0
C1387,43,7,261.46,0.8783,3.05,0,249.17,0,1
C1388,19,5,150.19,0.6278,8.51,50,185.15,0,0
C1389,54,3,307.57,0.604,3.31,50,311.06,1,1
C1390,4,5,171.78,0.9508,0.79,0,177.42,0,0
C1391,56,5,151.74,0.756,4.31,0,161.39,0,1
C1392,50,8,138.37,0.6833,1.18,95,198.2,1,1
C1393,8,6,195.14,0.4357,2.19,0,196.11,0,1
C1394,5,7,102.93,0.484,1.19,0,122.34,1,1
C1395,50,8,161.66,0.3889,10.03,0,169.33,1,1
C1396,10,7,150.65,0.9463,7.38,0,160.52,1,0
C1397,33,11,176.02,0.6381,0.31,0,180.82,0,1
C1398,55,6,178.0,0.7804,5.38,50,207.4,0,1
C1399,34,9,182.16,0.0372,4.03,50,210.73,1,1
C1400,24,8,157.59,0.8524,0.46,50,191.07,0,1
C1401,27,5,275.52,0.4176,0.61,0,260.42,0,0
C1402,5,4,183.81,0.7372,1.41,0,187.05,0,0
C1403,58,8,358.48,0.04,3.71,50,351.78,0,1
C1404,19,4,153.99,0.8939,3.63,0,163.19,0,1
C1405,12,7,226.71,0.6598,0.24,0,221.37,1,0
C1406,18,12,91.92,0.4575,2.07,0,113.54,1,1
C1407,58,5,262.06,0.3036,1.29,50,274.65,0,0
C1408,7,9,93.66,0.311,0.19,0,114.93,1,0
C1409,52,5,186.47,0.3034,4.5,95,236.68,1,1
C1410,43,5,128.85,0.131,0.19,0,143.08,0,1
C1411,50,1,186.16,0.4638,5.4,95,236.43,1,0
C1412,59,5,131.22,0.4535,4.02,0,144.98,0,1
C1413,51,3,86.86,0.4119,3.22,50,134.49,1,0
C1414,57,6,128.27,0.7031,1.91,0,142.62,0,0
C1415,8,7,273.33,0.4198,8.24,95,306.16,0,0
C1416,48,13,187.38,0.089,1.53,0,189.9,1,1
C1417,33,5,46.89,0.8521,0.6,95,125.01,1,1
C1418,33,6,237.63,0.4251,0.88,50,255.1,0,1
C1419,54,2,78.68,0.6553,0.04,50,127.94,1,1
C1420,58,7,209.47,0.9299,6.35,0,207.58,1,1
C1421,43,9,194.25,0.7674,2.26,0,195.4,0,1
C1422,29,5,199.3,0.5388,11.23,95,246.94,0,0
C1423,28,10,298.26,0.545,3.1,95,326.11,0,1
C1424,24,3,83.71,0.8495,4.65,0,106.97,1,0
C1425,22,2,198.86,0.8236,2.96,0,199.09,0,1
C1426,24,4,250.77,0.1787,5.98,0,240.62,0,0
C1427,6,8,98.53,0.6265,0.87,0,118.82,0,0
C1428,6,3,90.34,0.8657,0.49,0,112.27,0,0
C1429,47,4,127.02,0.8033,0.26,95,189.12,1,1
C1430,27,5,175.98,0.1247,4.23,0,180.78,0,1
C1431,56,10,37.16,0.4357,0.19,95,117.23,0,1
C1432,37,12,194.11,0.5182,3.66,95,242.79,0,1
C1433,3,12,37.33,0.2578,8.1,0,69.86,0,0
C1434,10,5,253.47,0.6795,19.57,0,242.78,0,0
C1435,13,6,191.1,0.4762,3.78,50,217.88,0,1
C1436,59,8,303.05,0.2975,0.08,0,282.44,1,1
C1437,14,5,203.5,0.3369,0.12,50,227.8,0,0
C1438,31,6,125.62,0.8567,4.97,50,165.5,0,0
C1439,56,3,86.11,0.8662,16.21,0,108.89,1,0
C1440,59,5,169.11,0.8124,1.84,95,222.79,1,1
C1441,15,6,147.58,0.9139,3.1,0,158.06,1,0
C1442,4,4,244.89,0.9523,1.07,0,235.91,1,0
C1443,10,7,75.71,0.4918,3.31,95,148.07,0,0
C1444,5,6,311.67,0.0967,0.14,0,289.34,0,0
C1445,13,3,251.98,0.8001,2.15,0,241.58,0,0
C1446,35,7,133.72,0.6334,8.92,0,146.98,0,0
C1447,55,9,293.83,0.3805,1.5,0,275.06,1,1
C1448,33,6,87.35,0.9755,0.78,0,109.88,1,1
C1449,38,5,166.45,0.3387,6.84,50,198.16,1,0
C1450,13,5,47.88,0.9076,2.0,0,78.3,1,0
C1451,48,7,297.73,0.5926,6.05,50,303.18,1,1
C1452,37,7,18.21,0.0366,3.3,0,54.57,0,0
C1453,52,4,34.76,0.8603,1.04,0,67.81,1,0
C1454,57,9,99.22,0.7622,13.13,95,166.88,0,0
C1455,22,6,255.79,0.6425,0.59,50,269.63,0,0
C1456,6,5,226.39,0.6146,4.71,50,246.11,1,1
C1457,14,5,159.76,0.2188,4.31,0,167.81,1,0
C1458,27,6,231.51,0.2145,6.46,0,225.21,1,0
C1459,57,6,140.77,0.0292,1.0,95,200.12,0,1
C1460,23,5,183.79,0.1541,0.79,95,234.53,1,1
C1461,46,8,282.14,0.3365,4.63,50,290.71,0,1
C1462,33,11,130.27,0.5407,0.54,0,144.22,1,1
C1463,12,4,88.69,0.1308,2.39,0,110.95,0,0
C1464,20,6,187.63,0.5576,0.4,0,190.1,0,1
C1465,40,4,209.22,0.2633,3.94,0,207.38,0,0
C1466,41,4,158.84,0.254,1.33,0,167.07,1,1
C1467,27,9,230.27,0.9479,8.47,0,224.22,1,0
C1468,14,9,133.9,0.9923,3.1,0,147.12,0,0
C1469,44,1,160.2,0.8114,2.63,50,193.16,0,1
C1470,11,3,179.97,0.0544,0.8,50,208.98,0,0
C1471,56,3,172.99,0.7286,3.74,50,203.39,1,1
C1472,12,9,279.06,0.1784,2.08,0,263.25,1,1
C1473,7,5,179.56,0.5692,1.27,50,208.65,1,1
C1474,30,7,125.69,0.8937,3.54,95,188.05,0,0
C1475,32,6,192.24,0.3802,11.62,0,193.79,0,0
C1476,31,6,230.71,0.9288,1.15,95,272.07,1,1
C1477,27,12,211.94,0.7084,5.34,0,209.55,1,0
C1478,60,4,207.5,0.301,1.24,50,231.0,0,1
C1479,30,2,30.16,0.0949,2.48,0,64.13,0,1
C1480,29,3,49.4,0.8154,0.6,50,104.52,0,1
C1481,26,6,252.02,0.4581,2.44,95,289.12,0,1
C1482,5,3,185.11,0.0727,2.83,0,188.09,0,0
C1483,36,5,148.27,0.1031,1.76,50,183.62,1,0
C1484,14,7,205.55,0.967,2.27,95,251.94,0,0
C1485,39,8,304.18,0.243,3.8,50,308.34,0,1
C1486,4,6,263.08,0.9666,1.59,0,250.46,1,1
C1487,59,6,226.98,0.6812,1.04,0,221.58,0,1
C1488,29,8,79.06,0.3005,7.48,95,150.75,0,0
C1489,54,7,89.46,0.3837,1.14,50,136.57,1,1
C1490,29,4,40.91,0.777,1.82,95,120.23,0,1
C1491,5,5,200.68,0.4354,3.35,0,200.54,1,0
C1492,50,7,238.69,0.0748,0.69,50,255.95,0,1
C1493,39,6,245.21,0.2298,9.5,95,283.67,0,0
C1494,47,8,204.03,0.8603,8.68,95,250.72,0,1
C1495,26,7,137.67,0.6962,9.83,50,175.14,1,1
C1496,39,5,104.86,0.501,2.54,0,123.89,0,0
C1497,52,1,83.97,0.2455,1.6,50,132.18,1,0
C1498,38,5,136.93,0.4746,11.95,50,174.54,0,0
C1499,22,7,71.77,0.7888,3.89,0,97.42,1,1
C1500,40,5,290.48,0.0815,1.06,0,272.38,0,1
C1501,41,4,45.81,0.9948,4.55,95,124.15,0,0
C1502,58,11,134.24,0.8598,0.61,0,147.39,1,1
C1503,23,5,4.9,0.318,0.28,0,43.92,0,0
C1504,26,5,173.72,0.8706,11.27,50,203.98,0,0
C1505,49,5,149.81,0.6817,0.06,95,207.35,1,1
C1506,31,6,121.46,0.6664,0.4,50,162.17,1,1
C1507,44,4,75.38,0.1397,0.49,0,100.3,1,0
C1508,28,7,150.2,0.9059,0.36,0,160.16,0,1
C1509,14,9,106.44,0.4503,10.02,0,125.15,0,0
C1510,45,4,139.05,0.8032,3.09,0,151.24,0,1
C1511,9,4,306.59,0.2995,6.95,95,332.77,0,0
C1512,13,3,163.77,0.308,5.1,0,171.02,0,0
C1513,38,10,192.63,0.9647,1.92,0,194.1,0,1
C1514,45,5,112.84,0.4967,8.05,95,177.77,0,0
C1515,54,8,87.25,0.0599,0.74,0,109.8,1,1
C1516,17,5,148.16,0.8357,7.81,0,158.53,0,0
C1517,8,4,350.31,0.2272,1.4,0,320.25,0,0
C1518,57,6,127.01,0.8788,0.52,0,141.61,0,1
C1519,10,5,178.92,0.9164,4.1,0,183.14,0,0
C1520,13,3,83.73,0.0728,16.14,95,154.48,1,0
C1521,18,5,70.42,0.5824,2.01,95,143.84,0,0
C1522,32,8,86.81,0.9815,0.41,50,134.45,0,1
C1523,53,5,340.46,0.9309,0.38,50,337.37,1,1
C1524,46,7,197.63,0.5252,1.79,0,198.1,0,1
C1525,43,7,281.27,0.6805,7.22,95,312.52,0,0
C1526,11,8,122.18,0.6043,3.98,0,137.74,1,0
C1527,22,6,38.55,0.2033,4.51,0,70.84,1,0
C1528,29,5,61.3,0.653,7.43,0,89.04,1,0
C1529,10,12,181.76,0.3331,2.75,50,210.41,1,1
C1530,17,9,169.01,0.338,4.86,0,175.21,1,0
C1531,19,4,149.17,0.42,1.47,0,159.34,0,0
C1532,9,12,107.58,0.8522,0.72,0,126.06,0,1
C1533,33,6,225.18,0.2383,8.2,0,220.14,0,0
C1534,43,4,109.89,0.2508,1.42,0,127.91,1,0
C1535,5,6,174.63,0.0073,12.91,50,204.7,1,0
C1536,29,5,165.63,0.155,1.57,0,172.5,0,0
C1537,47,7,120.52,0.9787,1.54,50,161.42,1,1
C1538,45,5,79.5,0.4339,4.23,0,103.6,1,1
C1539,49,7,115.81,0.1952,3.54,0,132.65,0,0
C1540,27,4,299.89,0.9657,0.18,50,304.91,1,1
C1541,49,3,239.0,0.0271,1.69,50,256.2,1,1
C1542,15,4,231.63,0.4842,6.2,0,225.3,0,0
C1543,22,11,87.08,0.8046,0.52,50,134.66,0,0
C1544,11,7,34.98,0.7728,3.03,95,115.48,0,1
C1545,29,5,237.72,0.1892,2.36,0,230.18,0,0
C1546,24,6,222.38,0.7078,0.34,50,242.9,1,1
C1547,15,2,160.98,0.6223,4.33,0,168.78,1,1
C1548,45,6,120.36,0.6753,4.64,95,183.79,1,1
C1549,20,9,32.88,0.2661,1.08,0,66.3,1,0
C1550,17,5,219.39,0.8107,2.92,95,263.01,1,0
C1551,9,5,244.89,0.5592,0.05,50,260.91,0,1
C1552,27,8,95.67,0.7251,3.49,50,141.54,1,1
C1553,19,4,88.99,0.9396,3.37,0,111.19,1,0
C1554,23,5,249.28,0.8555,0.28,50,264.42,0,1
C1555,15,3,98.65,0.7823,2.34,0,118.92,0,0
C1556,46,7,292.32,0.2896,0.79,0,273.86,1,1
C1557,56,7,141.28,0.0541,5.01,0,153.02,1,0
C1558,30,5,119.08,0.5746,2.78,50,160.26,1,1
C1559,39,5,153.61,0.0345,3.3,50,187.89,0,0
C1560,52,7,119.07,0.7142,0.2,95,182.76,1,1
C1561,60,6,240.1,0.7368,0.93,0,232.08,0,1
C1562,37,6,220.86,0.5629,5.89,95,264.19,1,1
C1563,53,4,237.05,0.1682,1.31,95,277.14,1,1
C1564,55,4,164.76,0.8757,9.31,95,219.31,1,1
C1565,48,7,113.49,0.5959,4.01,50,155.79,1,1
C1566,28,6,149.27,0.5149,5.75,0,159.42,0,0
C1567,6,4,115.94,0.5676,2.52,95,180.25,1,0
C1568,2,8,267.33,0.0829,2.33,50,278.86,1,0
C1569,29,4,230.18,0.7404,0.06,50,249.14,0,1
C1570,30,4,142.68,0.0608,0.13,0,154.14,0,0
C1571,25,5,75.88,0.5784,9.18,0,100.7,1,0
C1572,35,10,273.27,0.1693,1.35,0,258.62,0,1
C1573,34,8,160.93,0.2077,2.22,50,193.74,0,1
C1574,50,6,139.59,0.2333,3.52,0,151.67,1,1
C1575,7,7,273.97,0.0143,0.14,95,306.68,0,1
C1576,14,7,109.2,0.8918,4.02,0,127.36,0,0
C1577,48,3,124.49,0.8042,0.75,0,139.59,1,0
C1578,51,8,131.54,0.0313,2.39,0,145.23,0,1
C1579,60,8,44.67,0.057,2.41,0,75.74,1,1
C1580,53,5,175.26,0.7829,0.34,0,180.21,0,1
C1581,54,7,89.01,0.0068,1.13,50,136.21,1,1
C1582,20,6,104.34,0.469,2.63,95,170.97,0,0
C1583,25,5,93.65,0.1073,3.16,0,114.92,1,1
C1584,17,5,103.03,0.5916,2.36,0,122.42,1,0
C1585,37,6,82.89,0.9983,1.41,50,131.31,1,0
C1586,56,5,169.78,0.172,9.77,0,175.82,1,0
C1587,21,10,137.55,0.9567,0.17,50,175.04,0,1
C1588,34,9,153.84,0.8655,1.52,50,188.07,0,1
C1589,18,6,338.3,0.9859,1.35,95,358.14,1,0
C1590,11,3,137.56,0.7662,0.67,0,150.05,1,0
C1591,13,4,198.4,0.857,4.12,95,246.22,1,1
C1592,4,3,207.5,0.5946,4.52,95,253.5,0,0
C1593,57,7,144.97,0.8673,5.83,0,155.98,1,0
C1594,25,7,171.9,0.1115,1.99,0,177.52,0,1
C1595,50,5,151.66,0.7417,0.38,0,161.33,1,1
C1596,41,8,166.2,0.6287,8.41,0,172.96,1,1
C1597,12,5,103.08,0.0598,3.01,95,169.96,0,0
C1598,11,2,110.46,0.2916,1.62,0,128.37,1,1
C1599,49,11,151.35,0.2161,5.39,0,161.08,0,1
C1600,17,8,7.75,0.4052,0.18,0,46.2,1,1
C1601,55,4,269.69,0.1984,9.1,50,280.75,1,1
C1602,9,8,322.87,0.2748,1.87,95,345.8,0,1
C1603,41,2,163.63,0.296,0.52,50,195.9,0,0
C1604,49,5,203.24,0.5998,4.58,50,227.59,1,1
C1605,15,8,236.48,0.1349,7.23,0,229.18,1,0
C1606,17,6,44.03,0.2411,0.54,50,100.22,0,0
C1607,58,6,224.26,0.3171,3.67,0,219.41,0,1
C1608,17,3,115.88,0.4491,10.02,0,132.7,0,0
C1609,26,9,333.26,0.0381,9.18,50,331.61,1,0
C1610,27,4,134.94,0.9992,0.83,95,195.45,0,0
C1611,16,5,222.65,0.3004,1.12,50,243.12,1,1
C1612,47,6,135.73,0.2873,0.48,50,173.58,1,0
C1613,47,4,325.74,0.5549,0.88,0,300.59,1,1
C1614,23,6,109.01,0.854,1.58,0,127.21,1,1
C1615,50,2,243.21,0.4568,0.5,50,259.57,0,0
C1616,14,7,200.13,0.2488,0.14,50,225.1,1,0
C1617,1,4,182.34,0.5659,1.17,50,210.87,1,1
C1618,35,9,168.32,0.4829,6.17,50,199.66,1,1
C1619,60,9,96.64,0.4231,0.82,0,117.31,1,1
C1620,3,6,56.88,0.9839,3.33,0,85.5,0,0
C1621,13,7,235.95,0.996,2.38,0,228.76,1,0
C1622,32,3,110.89,0.5619,4.65,50,153.71,0,0
C1623,49,8,243.57,0.068,0.54,95,282.36,1,1
C1624,6,3,178.14,0.5669,0.08,50,207.51,0,0
C1625,24,4,246.02,0.9525,5.05,50,261.82,0,0
C1626,45,5,214.15,0.9257,4.01,50,236.32,1,0
C1627,23,8,47.18,0.2155,1.44,0,77.74,1,1
C1628,12,7,199.19,0.1901,5.62,0,199.35,1,0
C1629,13,12,122.51,0.1523,0.64,0,138.01,0,1
C1630,25,10,243.2,0.8198,0.53,95,282.06,0,1
C1631,29,6,197.3,0.4901,1.1,0,197.84,0,1
C1632,52,6,198.24,0.338,1.19,50,223.59,1,1
C1633,39,4,128.22,0.3248,1.1,0,142.58,0,0
C1634,42,5,76.99,0.2754,2.62,50,126.59,0,0
C1635,59,5,115.37,0.8826,2.73,0,132.3,0,1
C1636,25,4,6.01,0.4097,0.33,95,92.31,1,0
C1637,25,2,102.77,0.244,0.95,0,122.22,1,0
C1638,55,12,32.87,0.7104,4.68,95,113.8,0,0
C1639,16,3,34.98,0.6355,0.92,50,92.98,1,0
C1640,44,6,159.32,0.7154,8.36,0,167.46,0,0
C1641,46,3,192.72,0.822,1.07,50,219.18,0,0
C1642,7,9,147.46,0.1012,2.24,50,182.97,0,0
C1643,29,3,110.1,0.002,0.16,0,128.08,1,1
C1644,13,7,74.21,0.0506,11.89,50,124.37,0,0
C1645,12,5,124.62,0.7068,5.9,50,164.7,0,1
C1646,28,5,84.22,0.9345,0.48,50,132.38,1,1
C1647,18,5,144.97,0.3311,0.47,50,180.98,1,1
C1648,48,5,28.28,0.7812,5.85,50,87.62,1,1
C1649,55,9,206.11,0.7292,7.27,0,204.89,1,0
C1650,48,9,104.64,0.9781,2.56,0,123.71,1,1
C1651,17,5,180.1,0.4708,7.59,0,184.08,0,0
C1652,17,4,220.98,0.1661,0.91,50,241.78,1,0
C1653,16,6,176.23,0.7652,1.21,0,180.98,0,1
C1654,9,6,213.93,0.8188,0.73,0,211.14,0,1
C1655,57,4,15.33,0.7073,2.38,50,77.26,1,1
C1656,25,4,110.57,0.8632,1.5,0,128.46,0,1
C1657,14,8,238.25,0.3712,1.54,0,230.6,0,1
C1658,51,5,190.74,0.6903,8.24,95,240.09,0,0
C1659,25,8,297.88,0.2638,1.84,50,303.3,1,0
C1660,3,5,286.35,0.4464,2.04,50,294.08,1,0
C1661,11,4,173.97,0.2425,1.7,0,179.18,0,0
C1662,39,7,129.84,0.1545,0.9,50,168.87,0,0
C1663,47,6,73.32,0.036,5.41,95,146.16,1,1
C1664,13,3,111.94,0.6714,1.52,0,129.55,1,0
C1665,55,6,117.34,0.8753,0.35,0,133.87,0,1
C1666,51,7,102.54,0.3144,3.32,0,122.03,0,0
C1667,51,5,76.53,0.4292,9.66,95,148.72,1,0
C1668,14,3,182.13,0.0035,3.73,0,185.7,0,0
C1669,4,7,285.73,0.4129,1.88,0,268.58,1,1
C1670,52,6,224.66,0.2813,1.58,50,244.73,0,0
C1671,19,6,124.21,0.5742,2.92,95,186.87,1,0
C1672,38,9,231.12,0.9085,3.97,0,224.9,1,1
C1673,46,7,177.73,0.5062,5.79,50,207.18,1,1
C1674,9,7,146.74,0.6755,1.48,95,204.89,1,0
C1675,47,3,141.75,0.7055,0.49,0,153.4,0,1
C1676,56,4,134.0,0.1524,2.73,50,172.2,0,1
C1677,44,6,202.09,0.3466,2.27,0,201.67,1,1
C1678,27,4,161.17,0.1131,1.41,0,168.94,1,1
C1679,53,7,91.73,0.4407,0.44,0,113.38,1,1
C1680,32,5,87.85,0.8873,3.08,0,110.28,0,1
C1681,45,1,174.47,0.4809,0.6,0,179.58,1,0
C1682,49,5,184.29,0.4562,0.05,50,212.43,0,1
C1683,45,7,124.95,0.2093,1.87,0,139.96,0,1
C1684,18,5,59.44,0.3102,2.72,0,87.55,0,1
C1685,8,7,250.08,0.9366,8.68,50,265.06,1,0
C1686,15,10,233.09,0.303,0.47,95,273.97,1,1
C1687,31,3,8.99,0.7314,3.95,0,47.19,0,0
C1688,31,3,257.17,0.0421,0.97,0,245.74,1,1
C1689,35,5,133.28,0.1283,8.4,0,146.62,0,0
C1690,24,4,165.2,0.3115,5.27,95,219.66,0,0
C1691,47,3,241.06,0.9014,0.17,95,280.35,0,1
C1692,55,4,282.2,0.2193,0.65,0,265.76,0,1
C1693,16,5,230.23,0.7267,0.13,0,224.18,0,0
C1694,44,7,169.28,0.1675,1.79,50,200.42,0,0
C1695,41,7,39.95,0.6128,1.91,50,96.96,1,1
C1696,32,5,12.1,0.5868,2.93,0,49.68,1,0
C1697,12,14,220.25,0.6219,0.0,0,216.2,1,1
C1698,48,6,257.36,0.2863,7.07,0,245.89,0,0
C1699,58,7,84.83,0.1621,3.49,50,132.86,1,0
C1700,44,8,128.42,0.8865,3.87,95,190.24,0,1
C1701,55,8,105.42,0.5694,1.67,0,124.34,0,1
C1702,59,6,103.29,0.212,4.71,95,170.13,1,1
C1703,22,6,236.0,0.4133,2.49,0,228.8,0,0
C1704,39,3,167.47,0.0671,4.76,50,198.98,1,0
C1705,29,6,131.67,0.4754,7.24,95,192.84,1,0
C1706,59,4,362.6,0.4239,5.69,50,355.08,0,1
C1707,7,13,35.25,0.1327,1.59,0,68.2,1,1
C1708,25,4,193.83,0.4444,0.05,0,195.06,0,1
C1709,53,5,66.08,0.6395,0.33,95,140.36,1,1
C1710,18,7,137.41,0.9285,2.54,50,174.93,1,1
C1711,47,6,161.89,0.7032,11.02,0,169.51,0,0
C1712,24,6,217.57,0.5024,1.68,50,239.06,0,0
C1713,59,7,129.11,0.7701,0.15,0,143.29,0,1
C1714,53,9,120.64,0.2799,3.15,0,136.51,1,1
C1715,19,5,127.67,0.6688,1.47,95,189.64,0,0
C1716,46,11,63.6,0.0051,4.09,0,90.88,1,1
C1717,21,6,200.58,0.0726,0.2,0,200.46,0,0
C1718,37,6,172.51,0.6243,0.37,0,178.01,1,1
C1719,40,3,184.81,0.1925,8.26,95,235.35,0,0
C1720,50,5,144.44,0.6887,0.49,0,155.55,1,1
C1721,2,9,134.57,0.6368,0.64,0,147.66,1,1
C1722,14,12,244.05,0.0637,1.3,0,235.24,0,1
C1723,43,4,231.74,0.3925,3.68,0,225.39,0,0
C1724,34,10,263.18,0.613,1.14,0,250.54,1,1
C1725,30,9,179.81,0.7135,4.29,0,183.85,1,0
C1726,4,5,258.21,0.8161,2.64,0,246.57,1,1
C1727,22,8,116.71,0.3304,2.78,50,158.37,0,0
C1728,52,7,133.93,0.8367,0.68,0,147.14,1,1
C1729,3,1,245.61,0.3543,5.35,0,236.49,1,1
C1730,24,5,217.47,0.007,0.39,50,238.98,1,0
C1731,57,6,126.76,0.61,0.0,0,141.41,0,1
C1732,4,13,66.3,0.2417,1.58,0,93.04,0,0
C1733,45,9,133.68,0.1244,1.41,95,194.44,1,1
C1734,16,9,95.21,0.2584,3.09,50,141.17,1,0
C1735,52,10,287.96,0.8279,0.16,50,295.37,1,1
C1736,45,6,210.8,0.914,0.22,50,233.64,1,1
C1737,53,3,88.73,0.9617,3.44,95,158.48,0,1
C1738,14,11,66.4,0.3028,0.83,0,93.12,1,1
C1739,32,6,87.73,0.4559,7.16,0,110.18,1,0
C1740,47,5,105.29,0.8025,2.15,95,171.73,1,0
C1741,15,1,136.66,0.3179,0.39,0,149.33,1,0
C1742,15,6,239.16,0.3851,2.96,50,256.33,0,0
C1743,3,6,72.68,0.2373,1.54,0,98.14,0,0
C1744,58,10,333.16,0.5724,7.78,0,306.53,1,1
C1745,43,4,74.54,0.6593,1.23,50,124.63,1,0
C1746,38,8,37.28,0.3184,1.29,50,94.82,0,0
C1747,45,12,285.06,0.0242,1.98,50,293.05,1,1
C1748,32,10,255.7,0.7359,2.05,0,244.56,0,1
C1749,29,9,135.41,0.6166,0.27,0,148.33,0,1
C1750,28,8,180.51,0.219,4.15,50,209.41,1,0
C1751,39,8,182.53,0.3146,4.77,0,186.02,1,1
C1752,13,6,160.94,0.9571,0.54,50,193.75,1,1
C1753,53,8,46.28,0.6302,5.96,50,102.02,1,1
C1754,49,10,48.56,0.5955,0.76,0,78.85,1,1
C1755,22,6,82.42,0.6397,6.41,0,105.94,0,0
C1756,35,6,295.29,0.9544,1.45,50,301.23,1,1
C1757,9,6,298.43,0.3399,3.6,0,278.74,1,1
C1758,58,7,129.05,0.2809,5.01,0,143.24,1,1
C1759,54,4,73.36,0.3767,0.37,95,146.19,1,1
C1760,55,3,172.25,0.8009,0.18,0,177.8,0,1
C1761,21,4,185.12,0.121,0.68,50,213.1,0,0
C1762,11,4,198.06,0.2068,3.48,0,198.45,1,0
C1763,13,2,52.16,0.2282,2.4,0,81.73,1,0
C1764,6,6,402.62,0.6364,1.25,50,387.1,0,1
C1765,8,13,240.6,0.6416,0.35,0,232.48,0,1
C1766,5,7,134.17,0.3719,7.82,50,172.34,0,0
C1767,59,6,92.52,0.2762,6.19,0,114.02,1,0
C1768,5,5,228.98,0.7547,0.61,50,248.18,0,0
C1769,9,10,189.63,0.0317,4.61,50,216.7,1,0
C1770,50,3,157.37,0.7387,0.26,50,190.9,1,1
C1771,35,9,186.67,0.2103,3.41,0,189.34,0,0
C1772,47,6,140.98,0.9028,2.78,0,152.78,1,0
C1773,38,2,182.15,0.4137,20.62,0,185.72,1,0
C1774,53,4,208.11,0.6423,2.71,95,253.99,0,0
C1775,39,6,177.47,0.121,0.15,50,206.98,0,1
C1776,32,4,173.27,0.2539,5.07,50,203.62,0,0
C1777,43,7,261.43,0.7006,1.81,0,249.14,1,1
C1778,27,5,22.23,0.5504,1.76,0,57.78,1,1
C1779,21,9,86.17,0.7705,0.5,0,108.94,1,0
C1780,29,8,152.12,0.5634,0.04,0,161.7,1,1
C1781,11,4,91.61,0.5693,7.31,0,113.29,1,0
C1782,48,6,118.32,0.8583,0.37,0,134.66,0,0
C1783,16,4,253.02,0.4247,0.54,0,242.42,0,1
C1784,10,10,138.08,0.895,10.4,50,175.46,1,0
C1785,16,5,3.66,0.3722,6.9,0,42.93,1,0
C1786,51,7,116.13,0.3286,0.35,0,132.9,1,1
C1787,20,4,154.65,0.7794,7.46,50,188.72,1,0
C1788,41,6,153.18,0.0115,4.14,50,187.54,0,0
C1789,52,5,194.48,0.1722,0.89,0,195.58,0,1
C1790,6,9,187.95,0.0718,0.88,50,215.36,1,1
C1791,46,5,138.89,0.5121,5.93,0,151.11,1,0
C1792,19,7,54.56,0.6281,1.61,50,108.65,1,1
C1793,14,3,114.71,0.0104,4.95,95,179.27,0,1
C1794,42,2,100.18,0.1615,5.48,0,120.14,1,0
C1795,55,8,127.19,0.3025,1.24,50,166.75,0,0
C1796,18,5,205.29,0.2942,5.59,0,204.23,0,0
C1797,35,10,182.33,0.0971,19.69,0,185.86,1,0
C1798,18,12,215.92,0.1728,0.26,0,212.74,1,0
